,person,offer_id,time_received,time_viewed,time_transaction,time_completed,amount_with_offer,label_effective_offer
29578,9795.0,6,17.0,17.5,",18.75",18.75,31.26,1
29579,9795.0,7,21.0,,23.25,,13.02,1
29580,9795.0,4,24.0,24.75,",24.75,26.5",26.5,39.33,1
29581,9796.0,4,0.0,2.75,",3.0,4.75",4.75,39.16,1
29582,9796.0,4,14.0,18.0,",19.0,23.0",23.0,20.18,1
29583,9796.0,3,7.0,8.75,",9.0",9.0,19.62,1
29584,9796.0,2,24.0,25.75,-1,,0.0,-1
29585,9800.0,6,0.0,3.5,,,0.0,0
29586,9800.0,4,7.0,9.0,",14.5",,14.34,0
29587,9800.0,9,14.0,14.0,",14.5",14.5,14.34,1
29588,9800.0,5,17.0,18.0,",18.75",18.75,40.29,1
29589,9800.0,1,21.0,,,,0.0,0
29590,9802.0,1,0.0,0.5,",0.0,3.5",,11.16,0
29591,9802.0,1,21.0,26.5,",22.75,24.0",,7.890000000000001,0
29592,9802.0,6,7.0,7.25,",10.75,15.25",15.25,10.17,1
29593,9802.0,4,14.0,,",15.25,16.0,22.75,24.0",,14.809999999999999,0
29594,9802.0,2,17.0,,-1,,0.0,-1
29595,9803.0,2,0.0,,-1,,0.0,-1
29596,9803.0,7,7.0,7.5,7.5,,5.31,1
29597,9803.0,4,14.0,,",14.75,18.0,19.0",19.0,31.549999999999997,1
29598,9803.0,3,17.0,,",18.0",18.0,7.34,1
29599,9803.0,5,21.0,21.5,",21.0",21.0,12.61,1
29600,9803.0,5,24.0,24.25,",26.75",26.75,8.84,1
29601,9804.0,5,0.0,0.0,,,0.0,0
29602,9804.0,6,7.0,7.25,",9.0,13.25,13.5",13.5,13.38,1
29603,9804.0,6,17.0,17.25,",25.5,26.0,27.0",,9.22,0
29604,9804.0,2,21.0,,-1,,0.0,-1
29605,9806.0,4,0.0,,",0.5,8.75",,7.210000000000001,0
29606,9806.0,1,7.0,7.0,",8.75",,2.6,0
29607,9806.0,5,14.0,14.75,",14.75,16.5,21.0",,6.6899999999999995,0
29608,9806.0,5,21.0,23.5,",21.0,23.25,24.25,25.75",25.75,7.0600000000000005,1
29609,9806.0,9,17.0,,",21.0,23.25",,5.91,0
29610,8062.0,9,0.0,0.0,,,0.0,0
29611,8062.0,9,17.0,,,,0.0,0
29612,8062.0,8,7.0,12.0,,,0.0,0
29613,8062.0,2,14.0,,14.0,,0.2,1
29614,8062.0,5,21.0,23.25,",24.5",,2.7199999999999998,0
29615,9810.0,9,0.0,,",0.25",0.25,19.03,1
29616,9810.0,2,7.0,11.5,-1,,0.0,-1
29617,9810.0,6,14.0,14.75,",15.25",15.25,11.3,1
29618,9812.0,1,0.0,1.0,",2.5",,6.49,0
29619,9812.0,7,14.0,14.0,14.25,,6.03,1
29620,9812.0,7,17.0,17.75,-1,,0.0,-1
29621,9812.0,3,21.0,,",22.5",22.5,6.62,1
29622,9812.0,4,24.0,27.25,,,0.0,0
29623,9813.0,5,0.0,0.0,",0.25",0.25,44.14,1
29624,9813.0,9,7.0,,",10.75",10.75,32.92,1
29625,9813.0,9,14.0,,",17.25",17.25,39.81,1
29626,9813.0,9,24.0,27.25,,,0.0,0
29627,9813.0,6,17.0,17.25,",17.25",17.25,39.81,1
29628,9814.0,3,0.0,0.25,",3.25",3.25,7.88,1
29629,9814.0,7,7.0,7.75,-1,,0.0,-1
29630,9814.0,1,14.0,14.0,",14.0,14.25",14.25,21.75,1
29631,9814.0,8,17.0,17.0,",18.5",18.5,5.59,1
29632,9814.0,6,21.0,23.0,",23.5,25.75",25.75,24.0,1
29633,9814.0,5,24.0,24.0,",25.75",25.75,17.11,1
29634,9816.0,8,0.0,1.5,",2.0",2.0,18.48,1
29635,9816.0,8,7.0,11.25,",11.5",,4.86,0
29636,9816.0,0,14.0,14.25,",15.75",15.75,10.42,1
29637,9816.0,7,21.0,23.5,22.0,,5.88,1
29638,9816.0,4,24.0,,",26.0",,7.62,0
29639,12810.0,7,0.0,1.25,-1,,0.0,-1
29640,12810.0,4,7.0,7.5,",7.5,12.5,14.5",,10.54,0
29641,12810.0,4,21.0,,",22.0,28.75",,10.48,0
29642,12810.0,8,14.0,14.25,",14.5,17.5",,6.4,0
29643,12810.0,1,24.0,24.5,",28.75",,5.96,0
29644,9822.0,3,0.0,,,,0.0,0
29645,9822.0,3,21.0,,",21.0,26.25",,2.7199999999999998,0
29646,9822.0,7,24.0,25.0,26.25,,1.24,1
29647,9823.0,8,0.0,1.5,",0.0,1.5,3.0,3.25",3.25,10.83,1
29648,9823.0,9,7.0,11.25,",10.5,13.0,13.25",13.25,17.6,1
29649,9823.0,7,14.0,16.25,-1,,0.0,-1
29650,9823.0,0,17.0,17.0,",18.0,18.5,21.0,23.5,23.75",,12.030000000000001,0
29651,9823.0,6,21.0,21.5,",21.0,23.5,23.75,24.25,26.25,27.0",27.0,11.129999999999999,1
29652,9823.0,4,24.0,,",24.25,26.25,27.0,28.25,28.75",28.75,21.34,1
29653,9824.0,7,0.0,0.0,-1,,0.0,-1
29654,9824.0,7,17.0,25.75,20.0,,24.61,1
29655,9824.0,6,14.0,15.75,",16.5",16.5,34.54,1
29656,6601.0,3,0.0,0.5,",1.0,1.5,2.0",2.0,12.42,1
29657,6601.0,3,21.0,,",24.5,27.0,27.75",,8.100000000000001,0
29658,6601.0,6,7.0,9.25,",9.5,11.0,11.25",11.25,14.149999999999999,1
29659,6601.0,6,24.0,26.75,",24.5,27.0,27.75,28.25,29.5",29.5,11.64,1
29660,6601.0,1,14.0,14.25,",14.5,17.0,17.25,18.25",,16.48,0
29661,8187.0,0,0.0,0.75,",5.25",,5.33,0
29662,8187.0,5,17.0,17.0,",19.25",19.25,14.53,1
29663,8187.0,2,24.0,26.5,24.75,,11.23,1
29664,9832.0,2,0.0,0.5,0.5,,28.54,1
29665,9832.0,7,7.0,10.0,-1,,0.0,-1
29666,9832.0,9,17.0,17.0,",17.5",17.5,18.32,1
29667,9832.0,9,21.0,21.5,",22.5",22.5,24.52,1
29668,9832.0,3,24.0,24.0,",28.0",28.0,32.04,1
29669,9833.0,4,0.0,1.0,",4.5",,15.98,0
29670,9833.0,7,7.0,7.75,-1,,0.0,-1
29671,9833.0,7,14.0,16.0,-1,,0.0,-1
29672,9833.0,3,21.0,22.75,",28.0",28.0,5.6,1
29673,9834.0,2,0.0,0.25,-1,,0.0,-1
29674,9834.0,3,14.0,15.25,",14.5",14.5,12.69,1
29675,9834.0,3,17.0,17.0,,,0.0,0
29676,9834.0,9,21.0,28.25,",26.0",26.0,21.36,1
29677,9838.0,4,0.0,,",9.75",,12.13,0
29678,9838.0,4,21.0,,",23.5,24.5",24.5,35.78,1
29679,9838.0,6,7.0,9.0,",9.75",9.75,12.13,1
29680,9838.0,7,24.0,24.5,24.5,,22.11,1
29681,9839.0,4,0.0,,",9.0",,16.15,0
29682,9839.0,7,7.0,7.0,9.0,,16.15,1
29683,9839.0,7,14.0,16.25,-1,,0.0,-1
29684,9839.0,5,21.0,21.75,",27.25",27.25,21.23,1
29685,9839.0,0,24.0,25.0,",27.25",27.25,21.23,1
29686,9563.0,6,0.0,0.5,",1.75",1.75,12.51,1
29687,9563.0,0,7.0,7.25,",12.25",12.25,22.75,1
29688,9563.0,0,21.0,24.25,",26.5",26.5,17.66,1
29689,9563.0,2,14.0,14.0,16.5,,14.37,1
29690,9844.0,9,0.0,0.5,",1.5",1.5,11.18,1
29691,9844.0,8,7.0,7.25,,,0.0,0
29692,9844.0,8,14.0,14.0,",17.0",17.0,23.4,1
29693,9844.0,7,17.0,17.0,17.0,,23.4,1
29694,9844.0,1,21.0,21.25,",26.0",26.0,32.2,1
29695,9844.0,3,24.0,24.0,",26.0",26.0,32.2,1
29696,9846.0,5,0.0,0.75,",6.5,6.75",,6.390000000000001,0
29697,9846.0,5,21.0,21.0,",27.0,27.75",,5.47,0
29698,9846.0,4,7.0,,,,0.0,0
29699,9846.0,4,17.0,,",27.0",,1.08,0
29700,9846.0,8,24.0,24.0,",27.0,27.75",,5.47,0
29701,9847.0,0,0.0,,",4.75",4.75,26.54,1
29702,9847.0,0,24.0,,",27.25",27.25,37.1,1
29703,9847.0,8,7.0,8.0,",8.0",8.0,26.36,1
29704,9847.0,3,14.0,,",18.5",18.5,20.75,1
29705,9847.0,1,17.0,17.5,",18.5",18.5,20.75,1
29706,9847.0,6,21.0,21.25,",22.75",22.75,34.29,1
29707,9356.0,8,0.0,0.25,,,0.0,0
29708,9356.0,8,14.0,15.75,",15.0",,0.99,0
29709,9356.0,7,7.0,7.0,-1,,0.0,-1
29710,9356.0,9,21.0,,",26.0,27.75",27.75,13.68,1
29711,9356.0,4,24.0,26.0,",26.0,27.75",,13.68,0
29712,9849.0,2,0.0,,-1,,0.0,-1
29713,9849.0,2,7.0,,9.0,,19.21,1
29714,9849.0,5,17.0,17.0,",19.25",19.25,27.27,1
29715,9849.0,3,21.0,,",27.25",27.25,27.24,1
29716,9849.0,9,24.0,25.75,",27.25",27.25,27.24,1
29717,9851.0,2,0.0,6.25,-1,,0.0,-1
29718,9851.0,1,7.0,7.25,",7.5",7.5,12.91,1
29719,9851.0,3,14.0,15.75,",15.75",15.75,14.66,1
29720,9851.0,9,17.0,19.25,",17.0",17.0,21.88,1
29721,9851.0,9,21.0,,",21.25",21.25,22.95,1
29722,13321.0,0,0.0,1.25,",1.5,4.0,6.0,7.0",,10.98,0
29723,13321.0,1,14.0,16.25,",15.75,17.0",,5.609999999999999,0
29724,13321.0,8,17.0,17.25,",17.0,21.0,21.75",,13.99,0
29725,13321.0,8,21.0,21.25,",21.0",21.0,9.77,1
29726,13321.0,2,24.0,,24.5,,2.73,1
29727,8287.0,2,0.0,5.0,-1,,0.0,-1
29728,8287.0,2,7.0,,-1,,0.0,-1
29729,8287.0,7,14.0,14.25,-1,,0.0,-1
29730,8287.0,6,17.0,17.25,",17.25",17.25,15.46,1
29731,8287.0,4,24.0,,,,0.0,0
29732,9855.0,4,0.0,,",3.75,4.75,6.0,7.25",7.25,20.740000000000002,1
29733,9855.0,7,7.0,7.75,7.25,,3.43,1
29734,9855.0,3,14.0,15.0,",16.0",16.0,7.85,1
29735,9855.0,9,17.0,,",17.25,17.75",17.75,12.43,1
29736,9855.0,8,21.0,23.5,",23.75",23.75,6.48,1
29737,9855.0,6,24.0,24.5,",28.5,28.75",28.75,15.28,1
29738,9856.0,0,0.0,0.25,,,0.0,0
29739,9856.0,1,14.0,14.25,,,0.0,0
29740,9856.0,1,21.0,21.25,",23.75",23.75,32.33,1
29741,9856.0,3,24.0,,,,0.0,0
29742,9857.0,5,0.0,0.75,",0.5",0.5,276.36,1
29743,9857.0,5,7.0,7.0,",7.25",7.25,16.49,1
29744,9857.0,0,14.0,14.5,",14.75",14.75,14.34,1
29745,9857.0,2,17.0,19.25,17.75,,8.06,1
29746,9857.0,1,21.0,21.75,",23.75",,7.35,0
29747,9859.0,5,0.0,0.5,,,0.0,0
29748,9859.0,2,7.0,7.75,10.0,,5.45,1
29749,9859.0,1,17.0,17.0,,,0.0,0
29750,9859.0,1,21.0,22.75,,,0.0,0
29751,9860.0,8,0.0,0.75,,,0.0,0
29752,9860.0,4,7.0,,",11.5",,1.99,0
29753,9860.0,3,17.0,17.25,",22.5",,3.14,0
29754,9860.0,6,21.0,21.75,",22.5,28.5",,5.36,0
29755,9860.0,6,24.0,24.0,",28.5",,2.22,0
29756,9861.0,9,0.0,0.0,,,0.0,0
29757,9861.0,9,17.0,17.0,,,0.0,0
29758,9861.0,7,7.0,10.5,9.5,,19.38,1
29759,9861.0,7,14.0,,-1,,0.0,-1
29760,9861.0,6,24.0,24.5,,,0.0,0
29761,11889.0,6,0.0,,,,0.0,0
29762,11889.0,6,21.0,,,,0.0,0
29763,11889.0,9,7.0,10.0,,,0.0,0
29764,11889.0,4,14.0,15.75,,,0.0,0
29765,11889.0,4,17.0,18.5,,,0.0,0
29766,11889.0,0,24.0,29.25,,,0.0,0
29767,10709.0,7,0.0,1.0,2.5,,1.55,1
29768,10709.0,3,7.0,,",10.5",,3.16,0
29769,10709.0,4,14.0,,",18.0,18.75,19.5,20.0,22.25,22.5",,8.08,0
29770,10709.0,1,17.0,17.25,",18.0,18.75,19.5,20.0",,4.79,0
29771,10709.0,5,21.0,21.0,",22.25,22.5,25.75,27.5",27.5,10.98,1
29772,9864.0,5,0.0,2.0,",2.0,2.25,2.5",2.5,10.71,1
29773,9864.0,4,7.0,,",9.0,9.25",,3.4000000000000004,0
29774,9864.0,4,14.0,,",19.0,20.5,21.0,24.0",,12.629999999999999,0
29775,9864.0,2,17.0,,19.0,,3.54,1
29776,9864.0,2,21.0,22.25,21.0,,1.72,1
29777,14616.0,0,0.0,6.0,",0.75",0.75,15.91,1
29778,14616.0,6,14.0,14.0,",15.25",15.25,28.39,1
29779,14616.0,6,17.0,18.0,",17.25",17.25,22.64,1
29780,14616.0,8,21.0,23.5,",22.25",22.25,19.56,1
29781,14616.0,1,24.0,24.5,",25.25",25.25,32.16,1
29782,9866.0,5,0.0,0.0,",6.25",6.25,27.32,1
29783,9866.0,0,17.0,18.0,",22.0",22.0,23.54,1
29784,9866.0,3,21.0,,",22.0",22.0,23.54,1
29785,1195.0,5,0.0,0.25,",3.5",3.5,18.06,1
29786,1195.0,5,7.0,7.25,",8.75",8.75,13.48,1
29787,1195.0,0,14.0,14.5,",14.5",14.5,23.49,1
29788,1195.0,0,21.0,21.75,",24.25",24.25,20.04,1
29789,1195.0,6,17.0,17.0,",18.75",18.75,27.97,1
29790,1195.0,7,24.0,24.75,24.25,,20.04,1
29791,9868.0,8,0.0,0.0,",2.0",2.0,26.25,1
29792,9868.0,2,17.0,17.25,-1,,0.0,-1
29793,9868.0,6,21.0,21.5,",23.25",23.25,19.74,1
29794,9868.0,4,24.0,24.25,",24.25",,18.62,0
29795,9869.0,0,0.0,0.25,,,0.0,0
29796,9869.0,7,7.0,,-1,,0.0,-1
29797,9869.0,7,21.0,21.25,22.5,,19.05,1
29798,9869.0,8,14.0,14.0,",14.5",14.5,10.8,1
29799,9870.0,6,0.0,0.25,,,0.0,0
29800,9870.0,6,24.0,24.0,,,0.0,0
29801,9870.0,3,7.0,,",10.25",10.25,22.28,1
29802,9870.0,4,17.0,18.25,",19.25",19.25,30.19,1
29803,9870.0,5,21.0,21.75,,,0.0,0
29804,9871.0,0,0.0,1.25,",1.5,2.25,6.75",6.75,33.019999999999996,1
29805,9871.0,4,7.0,,",14.75,15.75",15.75,20.83,1
29806,9871.0,4,21.0,21.5,",21.25,21.75,23.0",23.0,20.919999999999998,1
29807,9871.0,2,14.0,14.5,14.75,,10.02,1
29808,9871.0,7,24.0,25.25,24.75,,7.37,1
29809,9873.0,8,0.0,1.0,",1.25",1.25,7.26,1
29810,9873.0,9,7.0,8.25,",9.0",9.0,15.05,1
29811,9873.0,9,24.0,,",25.0",25.0,10.74,1
29812,9873.0,4,14.0,,",19.25",,10.73,0
29813,9873.0,6,17.0,18.25,",19.25",19.25,10.73,1
29814,9873.0,0,21.0,,",25.0",25.0,10.74,1
29815,9875.0,8,0.0,0.0,",2.75",2.75,11.89,1
29816,9875.0,1,7.0,9.5,",10.5,11.5",11.5,24.520000000000003,1
29817,9875.0,7,14.0,14.5,-1,,0.0,-1
29818,9875.0,5,17.0,17.25,",17.25",17.25,17.15,1
29819,9875.0,9,21.0,,",24.5",24.5,21.76,1
29820,9603.0,1,0.0,0.5,",0.0,0.75,2.25,4.5",,15.0,0
29821,9603.0,4,7.0,,",7.75,9.0,16.25",,5.29,0
29822,9603.0,2,14.0,,16.25,,2.41,1
29823,9603.0,2,17.0,,21.0,,2.7,1
29824,9603.0,7,24.0,24.0,25.5,,3.01,1
29825,9878.0,2,0.0,2.0,-1,,0.0,-1
29826,9878.0,2,7.0,8.25,8.75,,12.63,1
29827,9878.0,9,14.0,,",17.0",17.0,21.68,1
29828,9878.0,0,17.0,18.0,",17.0",17.0,21.68,1
29829,9878.0,1,21.0,21.75,",24.5",24.5,20.47,1
29830,9878.0,7,24.0,27.0,24.5,,20.47,1
29831,9879.0,7,0.0,6.0,-1,,0.0,-1
29832,9879.0,7,17.0,18.75,18.5,,17.04,1
29833,9879.0,6,7.0,7.0,",8.25",8.25,12.41,1
29834,9879.0,6,14.0,14.25,",16.75",16.75,16.46,1
29835,9879.0,1,24.0,,,,0.0,0
29836,9880.0,1,0.0,3.25,,,0.0,0
29837,9880.0,1,7.0,8.0,",9.75",9.75,19.59,1
29838,9880.0,6,14.0,15.5,",21.5",21.5,10.91,1
29839,9880.0,2,21.0,22.0,21.5,,10.91,1
29840,9880.0,7,24.0,26.0,25.0,,6.32,1
29841,11504.0,0,0.0,1.0,",1.5,3.5",3.5,11.7,1
29842,11504.0,6,7.0,8.0,",8.75,11.25,12.5,15.25,16.5",16.5,12.72,1
29843,11504.0,5,14.0,14.75,",15.25,16.5,16.75",16.75,9.559999999999999,1
29844,11504.0,3,21.0,23.25,",23.25,23.5,24.0,24.25,25.75,26.25,27.25",27.25,22.14,1
29845,9884.0,5,0.0,0.5,",1.0,2.25",2.25,15.48,1
29846,9884.0,5,24.0,25.25,",25.5,27.25",27.25,14.44,1
29847,9884.0,4,7.0,,",11.5,12.25",12.25,30.599999999999998,1
29848,9884.0,1,14.0,14.0,",16.75,17.0,17.5",,16.76,0
29849,9884.0,9,17.0,18.0,",17.0,17.5",17.5,10.47,1
29850,9884.0,7,21.0,21.0,22.0,,9.02,1
29851,9888.0,6,0.0,0.75,",7.25,8.25",8.25,19.06,1
29852,9888.0,1,14.0,14.75,",15.25,16.0",16.0,16.91,1
29853,9888.0,4,17.0,,",18.75,21.0",,10.3,0
29854,9888.0,4,21.0,,",21.0",,4.8100000000000005,0
29855,9889.0,3,0.0,,",0.0,6.5",,4.11,0
29856,9889.0,0,7.0,7.0,",9.25,13.0,13.75",,11.75,0
29857,9889.0,4,14.0,,",22.75",,1.52,0
29858,9889.0,1,21.0,22.5,",22.75",,1.52,0
29859,9889.0,5,24.0,24.0,",29.25",29.25,67.38,1
29860,9890.0,5,0.0,0.5,",4.25",4.25,19.03,1
29861,9890.0,7,14.0,15.5,-1,,0.0,-1
29862,9890.0,2,17.0,,17.75,,9.55,1
29863,9890.0,9,21.0,,",24.5",,7.65,0
29864,9891.0,0,0.0,0.0,,,0.0,0
29865,9891.0,7,7.0,8.0,-1,,0.0,-1
29866,9891.0,2,14.0,15.75,-1,,0.0,-1
29867,9891.0,4,21.0,21.75,",26.0",26.0,27.13,1
29868,9891.0,6,24.0,24.5,",26.0",26.0,27.13,1
29869,9892.0,7,0.0,0.0,0.0,,1.49,1
29870,9892.0,7,7.0,7.5,7.5,,1.3599999999999999,1
29871,9892.0,9,14.0,,",14.5,21.0",,6.31,0
29872,9892.0,9,21.0,22.75,",21.0,21.5",21.5,10.469999999999999,1
29873,9892.0,5,17.0,20.75,",21.0,21.5",21.5,10.469999999999999,1
29874,9892.0,6,24.0,27.5,",24.0,24.75",24.75,12.05,1
29875,9896.0,7,0.0,0.0,0.75,,0.96,1
29876,9896.0,0,7.0,8.5,",10.75,13.75",,4.44,0
29877,9896.0,9,14.0,,,,0.0,0
29878,9896.0,3,17.0,,,,0.0,0
29879,9896.0,3,24.0,,",24.25,27.5,28.25",28.25,10.4,1
29880,9896.0,8,21.0,,",24.25",,4.12,0
29881,9897.0,7,0.0,0.25,-1,,0.0,-1
29882,9897.0,7,17.0,17.0,19.0,,3.42,1
29883,9897.0,9,7.0,,,,0.0,0
29884,9897.0,8,14.0,14.75,",16.0,19.0",,4.23,0
29885,9897.0,8,24.0,26.0,",26.0",26.0,9.44,1
29886,9897.0,2,21.0,,-1,,0.0,-1
29887,9898.0,9,0.0,,",5.25",,1.3900000000000001,0
29888,9898.0,9,7.0,,",11.5",,4.46,0
29889,9898.0,0,14.0,14.25,,,0.0,0
29890,9898.0,4,24.0,,",25.75,29.0,29.25",,9.54,0
29891,9900.0,6,0.0,0.5,",0.75,9.0",,3.28,0
29892,9900.0,2,7.0,,9.0,,0.59,1
29893,9900.0,5,14.0,15.5,",16.25,17.25",17.25,7.17,1
29894,9900.0,4,17.0,,",17.25",,1.6,0
29895,9900.0,7,21.0,23.25,-1,,0.0,-1
29896,9900.0,3,24.0,,,,0.0,0
29897,8593.0,6,0.0,0.5,",0.25",0.25,12.64,1
29898,8593.0,9,7.0,,",7.5",7.5,11.69,1
29899,8593.0,9,14.0,,",17.25",17.25,10.92,1
29900,8593.0,4,17.0,,",17.25,21.25",21.25,23.4,1
29901,8593.0,1,21.0,21.25,",21.25",21.25,12.48,1
29902,8593.0,0,24.0,28.0,",25.0",25.0,11.71,1
29903,9902.0,0,0.0,1.5,",0.5",0.5,27.26,1
29904,9902.0,4,7.0,9.5,",8.75",8.75,28.73,1
29905,9902.0,4,24.0,,",27.75",27.75,21.59,1
29906,9902.0,1,14.0,,",14.25",14.25,17.86,1
29907,9902.0,2,17.0,,-1,,0.0,-1
29908,9902.0,9,21.0,23.5,",22.25",22.25,21.35,1
29909,9903.0,2,0.0,,1.75,,2.17,1
29910,9903.0,9,7.0,,",13.5",,1.6600000000000001,0
29911,9903.0,9,17.0,22.0,",17.25,22.5,22.75,23.0,23.5",23.5,10.239999999999998,1
29912,9904.0,9,0.0,,,,0.0,0
29913,9904.0,7,7.0,7.5,7.5,,4.88,1
29914,9904.0,7,17.0,17.25,20.0,,2.91,1
29915,9904.0,0,14.0,15.25,",16.25,20.0",,9.71,0
29916,9904.0,5,21.0,21.75,",22.0",22.0,7.77,1
29917,9906.0,0,0.0,,,,0.0,0
29918,9906.0,0,14.0,,",20.5",20.5,26.72,1
29919,9906.0,3,7.0,7.25,",9.75",9.75,23.46,1
29920,9906.0,1,17.0,17.5,",20.5",20.5,26.72,1
29921,9906.0,1,24.0,24.0,",24.5",24.5,33.58,1
29922,9906.0,5,21.0,21.75,",24.5",24.5,33.58,1
29923,9907.0,9,0.0,0.75,",1.25",1.25,18.59,1
29924,9907.0,5,7.0,7.5,",8.75",8.75,12.3,1
29925,9907.0,2,17.0,,-1,,0.0,-1
29926,9907.0,7,21.0,21.0,21.25,,16.65,1
29927,9908.0,7,0.0,0.25,0.25,,26.4,1
29928,9908.0,8,17.0,,",18.0",18.0,28.9,1
29929,9908.0,5,21.0,21.75,",26.0",26.0,32.01,1
29930,9908.0,0,24.0,25.25,",26.0",26.0,32.01,1
29931,8704.0,6,0.0,1.5,",0.75",0.75,23.67,1
29932,8704.0,5,7.0,10.5,",7.0",7.0,20.13,1
29933,8704.0,1,17.0,17.0,",17.75",17.75,15.33,1
29934,8704.0,8,24.0,24.0,",24.25",24.25,15.46,1
29935,9914.0,1,0.0,,,,0.0,0
29936,9914.0,3,7.0,,",11.5,12.5",,3.77,0
29937,9914.0,8,17.0,19.25,",20.25",20.25,6.0,1
29938,9914.0,0,21.0,24.5,",26.25",,6.07,0
29939,8730.0,8,0.0,0.25,",2.25",,4.92,0
29940,8730.0,8,7.0,10.75,,,0.0,0
29941,8730.0,8,17.0,,,,0.0,0
29942,8730.0,9,14.0,,,,0.0,0
29943,8730.0,1,21.0,22.75,",22.25",,1.51,0
29944,8730.0,1,24.0,27.0,,,0.0,0
29945,14737.0,1,0.0,2.5,",0.0",0.0,16.56,1
29946,14737.0,4,7.0,,",14.0,15.25",,16.9,0
29947,14737.0,5,14.0,15.0,",14.0",14.0,8.92,1
29948,14737.0,8,17.0,,,,0.0,0
29949,14737.0,3,21.0,,",23.5",23.5,10.66,1
29950,14737.0,6,24.0,24.25,",25.5",25.5,11.84,1
29951,9916.0,6,0.0,3.75,,,0.0,0
29952,9916.0,2,7.0,,-1,,0.0,-1
29953,9916.0,7,14.0,,-1,,0.0,-1
29954,9916.0,7,17.0,17.25,19.0,,1.27,1
29955,9916.0,7,24.0,24.25,24.0,,5.96,1
29956,9916.0,4,21.0,22.75,",24.0",,5.96,0
29957,9917.0,7,0.0,0.5,1.75,,11.88,1
29958,9917.0,9,14.0,14.25,",14.0",14.0,31.56,1
29959,9917.0,9,17.0,,",17.75",17.75,14.06,1
29960,9917.0,9,21.0,21.0,",21.0",21.0,17.47,1
29961,9917.0,5,24.0,24.0,",26.0",26.0,25.37,1
29962,9918.0,0,0.0,1.75,,,0.0,0
29963,9918.0,3,7.0,7.75,",10.0",10.0,36.11,1
29964,9918.0,8,14.0,14.0,,,0.0,0
29965,9918.0,1,17.0,17.25,",20.75",20.75,32.42,1
29966,9918.0,7,24.0,24.25,-1,,0.0,-1
29967,9919.0,9,0.0,0.25,",3.5",3.5,17.0,1
29968,9919.0,7,17.0,17.5,17.25,,25.95,1
29969,9919.0,1,21.0,21.0,",26.0",26.0,15.47,1
29970,9919.0,4,24.0,26.0,",26.0",,15.47,0
29971,9920.0,9,0.0,1.5,",1.5",1.5,16.94,1
29972,9920.0,8,7.0,7.25,",7.25",7.25,22.34,1
29973,9920.0,7,14.0,15.0,16.0,,17.71,1
29974,9920.0,3,21.0,21.5,",22.0",22.0,22.99,1
29975,9920.0,6,24.0,24.0,",24.0",24.0,34.24,1
29976,9921.0,8,0.0,0.0,",0.25",0.25,10.23,1
29977,9921.0,8,17.0,19.0,",19.0",19.0,14.42,1
29978,9921.0,7,7.0,7.5,9.0,,13.74,1
29979,9921.0,3,14.0,,",16.25",16.25,23.97,1
29980,9921.0,4,24.0,,",28.5",,15.52,0
29981,9923.0,3,0.0,,",2.5",2.5,17.13,1
29982,9923.0,1,7.0,7.0,",7.25",7.25,21.11,1
29983,9923.0,5,21.0,22.0,",22.5",22.5,16.63,1
29984,9923.0,0,24.0,24.5,",24.25",24.25,31.69,1
29985,9926.0,4,0.0,,",7.25,7.75,9.5",9.5,32.04,1
29986,9926.0,7,7.0,7.25,7.25,,11.4,1
29987,9926.0,7,24.0,25.5,-1,,0.0,-1
29988,9926.0,5,14.0,16.0,",14.0,16.0",16.0,14.740000000000002,1
29989,9926.0,9,17.0,,",20.5",20.5,16.7,1
29990,9927.0,9,0.0,,,,0.0,0
29991,9927.0,9,17.0,,",21.75",,1.07,0
29992,9927.0,1,7.0,10.75,",7.5",,3.98,0
29993,9927.0,0,21.0,21.5,",21.75,27.5",,3.6799999999999997,0
29994,9927.0,0,24.0,28.75,",27.5,28.75",,4.97,0
29995,8532.0,7,0.0,0.0,-1,,0.0,0
29996,8532.0,2,14.0,,-1,,0.0,0
29997,8532.0,3,24.0,,,,0.0,0
29998,9930.0,8,0.0,0.75,",1.0",1.0,11.59,1
29999,9930.0,8,7.0,7.25,",8.5",8.5,11.64,1
30000,9930.0,6,14.0,15.75,",15.75",15.75,22.04,1
30001,9930.0,4,21.0,23.0,",21.0",21.0,23.38,1
30002,9930.0,5,24.0,25.25,",26.75",26.75,19.57,1
30003,9931.0,6,0.0,1.25,",7.75",7.75,19.45,1
30004,9931.0,5,7.0,7.5,",7.75",7.75,19.45,1
30005,9931.0,4,14.0,16.25,",17.25",17.25,22.14,1
30006,9931.0,4,21.0,,",21.5",21.5,22.87,1
30007,9931.0,2,17.0,,17.25,,22.14,1
30008,8973.0,5,0.0,0.0,",3.5",3.5,9.64,1
30009,8973.0,2,7.0,,-1,,0.0,-1
30010,8973.0,2,21.0,,-1,,0.0,-1
30011,8973.0,1,14.0,14.5,",17.75",,1.11,0
30012,9934.0,1,0.0,2.0,,,0.0,0
30013,9934.0,4,14.0,,,,0.0,0
30014,9934.0,6,17.0,17.0,",25.5",,5.17,0
30015,9934.0,0,21.0,21.5,",25.5",,5.17,0
30016,9936.0,4,0.0,6.0,",6.5,6.75",6.75,27.23,1
30017,9936.0,5,7.0,10.5,",10.75,12.25",12.25,21.21,1
30018,9936.0,8,14.0,16.0,",14.5",14.5,8.56,1
30019,9936.0,7,17.0,,-1,,0.0,-1
